Movie Name,Director,Lead_Actor,Lead_Actress,Runtime ( .),Release Date,IMDb_Rating,Language,Animated,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,Music_Rating,Music_Director,CBFC/MPAA,Popularity of Lead Actor (POAM),Popularity of Lead Actress (POAF),Popularity of Director (POD),CSS,Follower Count (Lead Actor),Follower Count (Lead Actress),BO Collection (Total),1st Week,2nd Week,3rd Week,4th Week,Overseas Collection,Budget,Trailer Views,Trailer Likes (K),No. of Screens,Verdict
You Got Served,Chris Stokes,Wil Wheaton,Paul Newman,95,1/30/2004,3.8,English,Live Action,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,Carter Burwell,R,0.5,0.33,0.6,0.35,958K,467K,105.88,19.66,11.8,8.01,5.96,25,98,2110341,10.8,1000,Superhit
Escape from Alcatraz,Don Siegel,Cillian Murphy,Kiran Bhatt,112,6/22/1979,7.6,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.5,R.E.M.,R,0.28,0.54,0.6,0.5,4.1M,745,142.03,37.87,20.79,8.95,6.22,25,99,2110342,10.5,500,Average
Brown Sugar,Rick Famuyiwa,Omarion,Robert Redford,109,10-11-2002,6.5,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Philip Glass,PG-13,0.63,0.5,0.67,0.5,45.4M,351K,589.71,44.84,30.01,21.08,13.98,25,100,2110343,10.2,500,Flop
A Thin Line Between Love and Hate,Martin Lawrence,Clint Eastwood,Yannick Bisson,108,04-03-1996,5.6,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Theodore Shapiro,PG,0.48,0.64,0.8,0.29,958K,694K,165.1,16.51,10.01,5.23,2.53,25,101,2110344,10,3000,Average
50/50,Jonathan Levine,Taye Diggs,Peter Deluise,100,9/30/2011,7.6,English,Live Action,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,Oakenfold,PG-13,0.67,0.33,0.67,0.5,17.5M,2.5M,31.94,8.8,4.72,1.63,0.76,39,20,1341540,5.83,500,Superhit
Shutter,Banjong Pisanthanakun,Martin Lawrence,Richard Speight Jr.,97,09-09-2004,7,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,Lyle Workman,R,0.32,0.39,0.8,0.2,1565,467K,457.51,61.29,26.73,14.19,8.01,25,97,1341541,5.68,2500,Hit
That Awkward Moment,Tom Gormican,Joseph Gordon-Levitt,Burt Reynolds,94,1/31/2014,6.1,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,Maurice Jarre,R,0.5,0.23,0.5,0.55,4.8M,2.1M,105,45.4,29.15,13.25,5.74,25,98,1341542,5.48,750,Superhit
Modern Problems,Ken Shapiro,Ananda Everingham,Pat Healy,93,12/25/1981,5,Thai,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,Cliff Martinez,Not Rated,0.13,0.23,0.43,0.35,1.1M,895K,45.25,13.76,10.1,6.5,4.04,25,99,1341543,5.29,1000,Flop
Kicks,Justin Tipping,Zac Efron,Charlie Tahan,80,09-09-2016,6.4,English,Live Action,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Harry Warren,R,0.33,0.46,"0,25",0.4,1.8M,467K,94.28,27.05,13.06,7.42,6.78,25,100,1341544,5.1,2000,Average
Much Ado About Nothing,Kenneth Branagh,Chevy Chase,Paul Provenza,111,07-02-1993,7.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,Graeme Revell,PG,0.19,0.37,0.33,0.35,31.3M,587K,27.9,19.33,4.97,0,0,25,101,"13,41,545",4.95,4000,Superhit
On Her Majesty's Secret Service,Peter R. Hunt,Jahking Guillory,Ivana Miličević,142,12/19/1969,6.7,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,Duncan Sheik,R,0.85,0.85,0.3,0.35,169K,492K,105,41.2,23.6,14.5,5,25,102,1341546,4.73,1000,Hit
New Nightmare,Wes Craven,Kenneth Branagh,Marilyn Monroe,112,10/14/1994,6.4,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6.7,Moby,PG-13,0.85,0.85,0.5,0.15,7M,9.4M,60,22.5,12.6,8.5,6.3,25,103,1341547,4.63,3000,Average
Drive Me Crazy,John Schultz,George Lazenby,Kristen Wiig,91,10-01-1999,5.8,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4,Trevor Rabin,PG,0.29,0.37,0.25,0.35,31.3M,11.1M,2794.73,473.89,186.55,80.94,39.93,25,104,1341548,4.56,1000,Blockbuster
Akeelah and the Bee,Doug Atchison,Heather Langenkamp,Laura Linney,112,4/28/2006,7.4,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Jan A.P. Kaczmarek,R,0.41,0.28,0.7,0.45,958K,467K,2048.36,338.33,147.68,80.35,38.83,25,105,1341549,4.33,1000,Superhit
Half Baked,Tamra Davis,Melissa Joan Hart,Geena Davis,82,1/16/1998,6.6,English,Live Action,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,Philip Glass,PG-13,0.45,0.37,0.6,0.35,21M,479K,449.86,33.32,52.95,28.06,15.78,26,106,1341550,4.29,1500,Hit
New in Town,Jonas Elmer,Angela Bassett,James Bolam,97,1/30/2009,5.6,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7,Pino Donaggio,PG,0.46,0.69,0.33,0.05,30.8K,233K,7.7,1,0.8,0.9,1.1,25,107,1341551,4.25,10000,Blockbuster
American Psycho,Mary Harron,Dave Chappelle,Glenne Headly,102,4/14/2000,7.6,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.2,Edward Shearmur,R,0.7,0.83,0.4,0.35,958K,467K,84.5,37.9,12.04,3.5,1.25,25,108,1341552,4.2,10000,Average
The Good Girl,Miguel Arteta,Renée Zellweger,Melora Hardin,93,8/30/2002,6.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.8,Paul Cantelon,PG,0.42,0.46,0.7,0.35,18M,1M,67,23.2,15.1,10.25,4.25,25,109,1341553,4.15,10000,Blockbuster
Bon Cop Bad Cop,Erik Canuel,Christian Bale,Glenn Close,117,08-11-2006,6.7,English,Live Action,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,Nathan Barr,R,0.41,0.47,0.6,0.35,11K,2.5M,90,10.1,8.9,7.3,6.5,25,110,1341554,4.1,10000,Blockbuster
The Boondock Saints II: All Saints Day,Troy Duffy,Jennifer Aniston,Chloe Rose,118,12-11-2009,6.2,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,Nico Fidenco,R,0.13,0.37,0.43,0,54K,1.9M,83,21.26,17.08,11.5,9.25,25,111,1341555,4.07,7500,Blockbuster
The City of Your Final Destination,James Ivory,Michel Beaudry,Glenn Close,117,6/24/2010,6.3,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Rolfe Kent,R,0.44,0.4,0.5,0.2,958K,874K,1066.21,137.79,80.29,40.66,27.01,24.4,58,"12,00,000",16,7500,Superhit
Enough Said,Nicole Holofcener,Sean Patrick Flanery,Sue Johnston,93,10-11-2013,7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2,Alan Silvestri,R,0.5,0.41,0.6,0.4,10M,7M,500,168.5,61.1,31.75,16.15,15.8,58,"12,00,000",16,1000,Blockbuster
Easy A,Will Gluck,Omar Metwally,Madhavan,92,9/17/2010,7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Barrington Pheloung,PG-13,0.51,0.5,0.67,0.25,1M,1.2M,2200,197.54,115.96,46.35,15.08,21.6,58,"12,00,000",16,1000,Superhit
The Inkwell,Matty Rich,Julia Louis-Dreyfus,Melanie Lynskey,110,4/22/1994,6.3,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7,Joseph Trapanese,PG-13,0.25,0.5,0.43,0.35,3M,8K,13,7.5,3.1,2.2,1.2,26.4,58,"12,00,000",16,1000,Hit
Shadow of the Vampire,E. Elias Merhige,Emma Stone,Charlotte Gainsbourg,92,1/26/2001,6.9,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,Andreas Lust,PG-13,0.31,0.62,0.67,0.33,67.1M,11M,450,35.78,49.82,79.7,69.2,6.8,58,"12,00,000",16,1000,Superhit
Prom,Joe Nussbaum,Larenz Tate,Michele Lamy,104,4/29/2011,5.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Philip Glass,R,0.06,0.43,0.6,0.4,132K,1856,100,12,10,8,7,40.1,58,"13,00,000",14,1000,Hit
The Pallbearer,Matt Reeves,John Malkovich,James Woods,98,05-03-1996,5,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,Nick Urata,R,0.36,0.09,0.6,1,88K,20K,345.05,104.66,58.82,32.82,19.4,5.3,58,"13,00,000",14,1000,Superhit
Held Up,Steve Rash,Aimee Teegarden,Bobby Brown,89,05-12-2000,5.2,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Thomas Newman,PG,0.11,0.05,0.7,0.35,67M,326K,33.9,17.59,3.41,2.5,1.2,19.8,58,"13,00,000",14,1000,Hit
Woman on Top,Fina Torres,David Schwimmer,Wendy Crewson,92,9/22/2000,5.3,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.5,George Fenton,PG-13,0.16,0,0.25,0.11,15.9K,2M,168,52.44,26.05,16.15,6.05,14.2,58,"13,00,000",14,1000,Hit
Howards End,James Ivory,Jamie Foxx,Sean Patrick Thomas,142,2/26/1993,7.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Daniel Pemberton,PG-13,0.94,0.68,0.7,0.25,222K,4M,38.4,7.68,2.32,1.2,0.5,12.5,58,"13,00,000",14,1000,Hit
Anomalisa,Duke Johnson,Penélope Cruz,Angelina Jolie,90,03-11-2016,7.3,English,Live Action,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Cedric Gervais,R,0.77,0.21,0.6,0.45,958K,467K,2.92,0.65,0.31,0.24,0.1,3.2,58,"13,00,000",14,1000,Superhit
Another Year,Mike Leigh,Anthony Hopkins,Elizabeth Banks,129,02-04-2011,7.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Bobby Brown,PG,0.32,0.33,0.3,0.4,93K,246K,392,34.29,22.86,18.36,14.65,6.7,58,"13,00,000",14,1000,Hit
8 Women,FranÃ§ois Ozon,David Thewlis,Jennifer Connelly,111,10-04-2002,7,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7,Kurt Oldman,R,0.5,0.33,0.5,0.3,18K,104K,1941,260.06,148.69,80,58.02,6.6,58,"13,00,000",14,1000,Hit
Showdown in Little Tokyo,Mark L. Lester,Jim Broadbent,Ellie Kendrick,79,8/23/1991,6.1,English,Live Action,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Ko Otani,PG-13,0.28,0.54,0.4,0.27,46M,11M,9,4.5,2.5,1.2,0.8,11.4,58,"13,00,000",14,1000,Hit
Clay Pigeons,David Dobkin,Fanny Ardant,Marques Houston,104,9/25/1998,6.6,French,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Marcelo Zarvos,R,0.63,0.5,0.6,0.5,452K,138K,1.055,0.12,0.01,0.01,0.01,11.9,58,"13,00,000",14,2000,Superhit
It's Kind of a Funny Story,Anna Boden,Dolph Lundgren,Joaquin Phoenix,101,10-08-2010,7.1,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.9,Anne Dudley,R,0.48,0.64,0.5,0.35,1M,130K,46,7,11,9,6,44.9,58,"13,00,000",14,3000,Hit
Made in Dagenham,Nigel Cole,Joaquin Phoenix,Keir Gilchrist,113,9/20/2010,7.1,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,R.E.M.,R,0.67,0.33,0.6,0.35,452K,48K,41.2,6.58,5.23,3.78,2.47,14.6,58,"13,00,000",14,3000,Hit
When Did You Last See Your Father?,Anand Tucker,Keir Gilchrist,Sally Hawkins,92,07-04-2008,6.8,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.9,John Ottman,PG-13,0.57,0.37,0.6,0.3,50M,3.3M,322.1,7.3,5.5,4,3.1,14.5,58,"13,00,000",14,3000,Superhit
Prefontaine,Steve James,Sally Hawkins,Jim Broadbent,106,1/24/1997,6.8,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6,Alex Ebert,R,0.49,0.72,0.67,0.55,62M,10M,50,8.6,5.9,4.3,2.8,13.7,58,"13,00,000",15,3000,Average
The Wicked Lady,Leslie Arliss,Jim Broadbent,Kim Novak,97,12/21/1946,6.8,English,Live Action,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8,Stanley Myers,PG-13,0.67,0.35,0.5,0.33,1M,5K,374.7,36.5,14,11,8.9,27.91,35,1858994,26,"3,000",Average
The Secret of Kells,Tomm Moore,Jared Leto,Brenda Fricker,75,6/22/2016,7.5,English,Animated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,John Barry,PG-13,0.21,0.07,0.33,0.35,58M,11M,13.9,0.69,0.4,0.29,0.21,30.51,35,"18,57,990",27,"2,000",Flop
Begin Again,John Carney,Margaret Lockwood,Laura Linney,104,07-11-2014,7.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,John Carney,Not Rated,0.6,1,0.6,0.35,2M,355K,15,13.7,7.8,4.2,2.9,32.49,35,1858555,27,1000,Average
Down in the Valley,David Jacobson,Evan McGuire,Joanna Kulig,114,12-09-2005,6.4,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6.6,Edward Shearmur,Not Rated,0.32,0.29,0.6,0.4,4M,2M,13.5,2.18,1.84,1.29,0.91,33.59,35,1858111,27,200,Superhit
Brooklyn Rules,Michael Corrente,Keira Knightley,Kirsten Dunst,99,5/28/2009,6.3,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,John Ottman,R,0.5,0.14,0.33,0.35,619K,3M,619,88.41,38.11,25.88,15.29,49.74,35,"18,59,888",26,1000,Hit
Restless,Gus Van Sant,Edward Norton,Kelly Preston,91,04-06-2011,6.7,English,Live Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Gus Viseur,R,0.13,0.59,0.43,0.35,1M,44K,41,7.48,5.17,3.63,2.64,23.11,35,1858662,27,500,Superhit
The Singing Detective,Keith Gordon,Paulo Araujo,Katie Holmes,109,11/14/2003,5.4,English,Live Action,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,Angelo Badalamenti,R,0.33,0.37,0.7,0.36,385K,467K,21.6,9.13,7.56,5.62,4.32,19.32,35,"18,59,433",26,500,Flop
The Land Girls,David Leland,Mia Wasikowska,Niamh Cusack,111,06-12-1998,6.2,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Andrew Bird,PG-13,0.19,0.53,0.6,0.23,3.6M,224K,122.1,20.82,10.88,6.79,4.18,51.33,35,1858755,27,"1,000",Average
Fido,Andrew Currie,Robert Downey Jr.,Carrie-Anne Moss,93,3/16/2007,6.7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Caro,R,0.85,0.8,0.6,0.47,2M,75M,187.7,48.32,26.58,13.04,7.42,8.29,35,1859876,26,500,Superhit
The Wendell Baker Story,Andrew Wilson,Catherine McCormack,Eva Longoria,99,08-03-2005,5.5,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Paul Cantelon,R,0.85,0.37,0.67,0.35,9M,15M,98.3,5.46,4.39,2.64,1.62,41.03,35,1857008,27,2000,Hit
Wild Target,Jonathan Lynn,Kesun Loder,Mia Wasikowska,98,6/18/2010,6.7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Max Steiner,R,0.29,0.4,0.63,0,1M,117K,80,10,7,4,3,47.37,35,"18,58,017",26,1000,Flop
Pathology,Marc SchÃ¶lermann,Luke Wilson,Ruth Wilson,95,04-11-2008,5.9,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Sean Callery,PG-13,0.41,0.28,0.47,0.25,39.4K,7M,172.9,8.49,6.83,4.58,2.85,5.01,35,1859925,27,"4,000",Flop
Wuthering Heights,William Wyler,Bill Nighy,Rachel Weisz,104,04-07-1939,7.5,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.3,Gabriel Yared,PG-13,0.45,0.43,0.56,0.33,67M,21M,94.8,20.04,13.59,7.65,4.26,32.17,35,1857081,26,"4,000",Flop
The 10th Kingdom,David Carso,Alyssa Milano,Jennifer Connelly,417,2/27/2000,8.3,English,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Randy Edelman,R,0.46,0.62,0.56,0.35,84K,890K,45,11.86,6.81,4.07,2.43,51.13,35,1859853,26,"4,000",Flop
Dear Wendy,Thomas Vinterberg,Merle Oberon,Elizabeth Reaser,105,02-04-2005,6.5,English,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,David Kitay,Not Rated,0.7,0.75,0.56,0.46,71K,11M,225.5,31.48,16.21,10.67,6.43,64.47,35,1857328,27,20000,Average
Aloft,Claudia Llosa,Kimberly Williams-Paisley,Toni Collette,112,1/23/2015,5.3,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Rob Simonsen,Not Rated,0.42,0.4,0.43,0.35,27M,246K,369.3,37.51,17.76,10.86,6.52,8.45,35,1858946,26,1500,Blockbuster
Akira,Katsuhiro Ã”tomo,Jamie Bell,Bérénice Bejo,124,6/28/1991,8,English,Animated,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Michael Giacchino,Not Rated,0.41,0.41,0.43,0.35,108K,101K,374.7,45.43,27.68,15.84,8.98,29.75,35,1857631,27,5000,Superhit
Swelter,Keith Parmer,Jennifer Connelly,Michelle Yeoh,96,5/22/2014,4.5,English,Live Action,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Hiroshi Fujiwara,R,0.5,0.5,0.6,0.45,422K,31M,175.3,15.19,8.98,5.36,3.24,34.52,35,1858009,26,1000,Hit
My Lucky Star,Dennie Gordon,Mitsuo Iwata,Bai Baihe,114,9/17/2013,5.1,Japanese,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.2,Alexandre Desplat,R,0.51,0.5,0.56,0.35,405K,145K,160.2,2.03,0.96,0.57,0.37,22.66,35,1857453,27,10000,Blockbuster
Imagine Me,Michael Cox,Catalina Sandino Moreno,Cher,8,11-01-2005,N/A,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,Tom Tykwer,R,0.25,0.62,0.8,0.35,958K,2M,597.5,102.6,36.21,21.4,11.7,21.94,35,1859012,26,5000,Average
Mr. Church,Bruce Beresford,Ziyi Zhang,Eddie Murphy,104,11-11-2016,7.6,Chinese,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Dario Marianelli,N/A,0.31,0.43,0.67,0.6,2M,6M,10.4,0.5,0.2,0.15,0.1,10.71,35,1858825,27,5000,Blockbuster
Swimming Pool,FranÃ§ois Ozon,John Bosload,Anne Hathaway,102,08-01-2003,6.7,English,Live Action,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,Van Dyke Parks,N/A,0.06,0.09,0.37,0.15,57M,4M,4,0.29,0.1,0.05,0.03,29.34,35,1857630,26,1000,Blockbuster
The Blood of Heroes,David Webb Peoples,Eddie Murphy,Alison Steadman,90,2/23/1990,6.3,English,Live Action,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,Gustavo Santaolalla,PG-13,0.36,0.05,0.5,0.44,3M,75M,131,21.51,10.38,6.63,4.68,42.6,35,1859203,27,5000,Blockbuster
Code of Honor,Michael Winnick,Charlotte Rampling,Nina Hoss,106,05-06-2016,4.1,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.1,Dario Marianelli,R,0.11,0,0.33,0.35,27M,467K,3.4,0.32,0.08,0.05,0.03,39.89,35,1859147,26,5000,Superhit
Driving Miss Daisy,Bruce Beresford,Rutger Hauer,Q'orianka Kilcher,99,1/26/1990,7.3,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,John Williams,R,0.16,0.68,0.2,0.35,1M,1M,47.4,2.95,1.29,0.8,0.58,48.15,35,1857889,27,"3,400",Blockbuster
Soul Food,George Tillman Jr.,Steven Seagal,Margarita Levieva,115,9/26/1997,7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Ennio Morricone,R,0.94,0.21,0.6,0.5,108K,818K,9.9,0.16,0.06,0.03,0.02,42.28,35,1858981,26,"4,336",Superhit
Rumble in the Bronx,Stanley Tong,Morgan Freeman,Karen Allen,87,2/23/1996,6.7,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Gisaengchung,PG,0.77,0.33,0.5,1,27M,246K,233.6,2.95,1.29,0.8,0.58,45.6,35,1857926,27,"2,000",Hit
Far from Men,David Oelhoffen,Vanessa Williams,Geena Davis,101,4/14/2015,7.2,English,Live Action,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.3,Kenji Kawai,R,0.32,0.33,0.33,0.35,27M,1M,140.3,2.11,1.32,0.84,0.52,68.37,35,1859241,26,50,Superhit
Thank You for Smoking,Jason Reitman,Jackie Chan,Linda Fiorentino,92,4/14/2006,7.5,Cantonese,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Paris-based,R,0.5,0.54,0.82,0.55,27M,941K,773.3,94.32,57.38,34.88,21.31,34.6,35,1858972,27,"2,000",Hit
Hostel: Part II,Eli Roth,Viggo Mortensen,Marisa Tomei,94,06-08-2007,5.5,French,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Sofia Gubaidulina,PG-13,0.28,0.5,0.48,0.35,552K,387K,445.3,9.62,6.49,5.31,3.75,18.62,35,1857732,26,"1,000",Superhit
An Education,Lone Scherfig,Aaron Eckhart,Marley Shelton,100,02-05-2010,7.3,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Marcello De Francisci,R,0.6,0.29,0.29,0.5,57M,4M,10.1,0.44,0.17,0.11,0.07,24.12,35,1859083,27,"2,641",Hit
Shopgirl,Anand Tucker,Lauren German,Meg Tilly,106,11-04-2005,6.3,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,Ennio Morricone,R,0.32,0.39,0.32,0.22,27M,7M,259.3,32.75,13.18,7.63,4.52,7.36,35,1857649,26,"1,500",Hit
The Hotel New Hampshire,Tony Richardson,Carey Mulligan,Ellen Barkin,109,03-09-1984,5.9,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Gustavo Santaolalla,PG-13,0.5,0.23,0.75,0,65M,467K,782.6,132.43,69.19,42.05,27.32,28.76,35,1859047,27,"3,434",Hit
